iter	Passed	Remaining
420	2616	3597
421	2621	3590
422	2626	3583
423	2631	3575
424	2637	3567
425	2643	3562
426	2648	3554
427	2654	3546
428	2659	3539
429	2664	3532
430	2672	3527
431	2677	3520
432	2682	3512
433	2688	3506
434	2694	3499
435	2700	3493
436	2708	3489
437	2714	3482
438	2720	3476
439	2726	3469
440	2731	3462
441	2736	3455
442	2741	3447
443	2748	3442
444	2754	3434
445	2760	3428
446	2767	3423
447	2774	3418
448	2781	3412
449	2786	3406
450	2792	3399
451	2798	3393
452	2804	3386
453	2811	3380
454	2816	3373
455	2821	3366
456	2828	3360
457	2838	3358
458	2844	3353
459	2850	3346
460	2856	3339
461	2860	3331
462	2866	3324
463	2875	3321
464	2897	3334
465	2904	3328
466	2909	3320
467	2913	3312
468	2919	3305
469	2923	3297
470	2930	3291
471	2936	3285
472	2941	3277
473	2947	3270
474	2954	3265
475	2959	3258
476	2966	3252
477	2971	3244
478	2979	3240
479	2985	3234
480	2990	3226
481	2996	3219
482	3000	3212
483	3006	3204
484	3012	3198
485	3018	3191
486	3023	3184
487	3029	3178
488	3034	3171
489	3040	3164
490	3045	3156
491	3050	3149
492	3055	3142
493	3061	3135
494	3066	3128
495	3073	3122
496	3078	3115
497	3083	3108
498	3089	3102
499	3094	3094
500	3099	3087
501	3108	3083
502	3114	3077
503	3120	3070
504	3125	3063
505	3130	3055
506	3136	3049
507	3141	3042
508	3145	3034
509	3152	3028
510	3157	3021
511	3162	3014
512	3168	3007
513	3173	3000
514	3179	2994
515	3184	2987
516	3189	2980
517	3195	2973
518	3201	2966
519	3205	2959
520	3211	2953
521	3217	2946
522	3222	2938
523	3228	2932
524	3235	2927
525	3242	2922
526	3248	2915
527	3253	2908
528	3259	2902
529	3265	2895
530	3270	2888
531	3277	2883
532	3282	2876
533	3289	2870
534	3294	2863
535	3299	2856
536	3306	2850
537	3311	2843
538	3317	2837
539	3325	2832
540	3335	2829
541	3343	2825
542	3354	2823
543	3361	2817
544	3370	2813
545	3377	2808
546	3383	2802
547	3389	2795
548	3393	2788
549	3400	2782
550	3406	2775
551	3411	2769
552	3416	2761
553	3422	2755
554	3428	2749
555	3434	2742
556	3439	2735
557	3445	2729
558	3451	2722
559	3457	2716
560	3476	2720
561	3485	2716
562	3492	2710
563	3498	2704
564	3503	2697
565	3511	2692
566	3518	2686
567	3525	2681
568	3531	2674
569	3538	2669
570	3543	2662
571	3549	2655
572	3555	2649
573	3561	2642
574	3570	2638
575	3575	2632
576	3581	2625
577	3588	2619
578	3594	2613
579	3601	2607
580	3606	2600
581	3611	2594
582	3618	2588
583	3623	2581
584	3631	2576
585	3637	2569
586	3646	2565
587	3652	2559
588	3661	2554
589	3667	2548
590	3673	2542
591	3682	2537
592	3689	2532
593	3696	2526
594	3702	2520
595	3709	2514
596	3716	2508
597	3722	2502
598	3728	2495
599	3734	2489
600	3742	2484
601	3748	2478
602	3755	2472
603	3762	2466
604	3772	2462
605	3779	2456
606	3787	2452
607	3794	2446
608	3802	2441
609	3809	2435
610	3814	2428
611	3820	2422
612	3826	2415
613	3867	2431
614	3935	2463
615	3995	2490
616	4026	2499
617	4055	2506
618	4066	2502
619	4074	2497
620	4082	2491
621	4090	2485
622	4099	2480
623	4106	2474
624	4112	2467
625	4119	2461
626	4125	2454
627	4133	2448
628	4142	2443
629	4153	2439
630	4159	2432
631	4167	2426
632	4177	2422
633	4183	2414
634	4190	2408
635	4197	2402
636	4203	2395
637	4208	2387
638	4214	2380
639	4220	2373
640	4225	2366
641	4230	2359
642	4236	2352
643	4241	2344
644	4246	2337
645	4253	2330
646	4258	2323
647	4263	2315
648	4269	2309
649	4274	2301
650	4279	2294
651	4284	2287
652	4290	2279
653	4296	2272
654	4301	2265
655	4323	2267
656	4333	2262
657	4347	2259
658	4352	2252
659	4357	2244
660	4362	2237
661	4368	2230
662	4377	2224
663	4382	2217
664	4387	2210
665	4394	2203
666	4399	2196
667	4404	2189
668	4409	2181
669	4414	2174
670	4419	2167
671	4424	2159
672	4430	2152
673	4434	2145
674	4439	2137
675	4445	2130
676	4450	2123
677	4454	2115
678	4459	2108
679	4464	2100
680	4469	2093
681	4475	2086
682	4483	2080
683	4488	2073
684	4492	2065
685	4499	2059
686	4506	2053
687	4511	2045
688	4517	2038
689	4522	2032
690	4528	2024
691	4535	2018
692	4540	2011
693	4545	2004
694	4552	1997
695	4557	1990
696	4564	1984
697	4569	1977
698	4574	1969
699	4583	1964
700	4588	1957
701	4593	1950
702	4599	1943
703	4604	1935
704	4613	1930
705	4618	1923
706	4623	1916
707	4629	1909
708	4634	1902
709	4640	1895
710	4645	1888
711	4650	1881
712	4656	1874
713	4661	1867
714	4666	1860
715	4672	1853
716	4678	1846
717	4683	1839
718	4689	1832
719	4710	1832
720	4715	1824
721	4722	1818
722	4730	1812
723	4737	1805
724	4744	1799
725	4750	1792
726	4756	1786
727	4761	1779
728	4767	1772
729	4772	1765
730	4778	1758
731	4785	1752
732	4791	1745
733	4797	1738
734	4803	1731
735	4807	1724
736	4814	1717
737	4818	1710
738	4823	1703
739	4829	1696
740	4834	1689
741	4839	1682
742	4845	1676
743	4851	1669
744	4858	1662
745	4864	1656
746	4872	1650
747	4882	1644
748	4888	1638
749	4893	1631
750	4899	1624
751	4904	1617
752	4911	1611
753	4917	1604
754	4924	1597
755	4931	1591
756	4937	1584
757	4942	1577
758	4948	1571
759	4953	1564
760	4958	1557
761	4964	1550
762	4969	1543
763	4974	1536
764	4981	1530
765	4987	1523
766	4994	1517
767	5001	1510
768	5012	1505
769	5018	1499
770	5024	1492
771	5030	1485
772	5036	1478
773	5043	1472
774	5048	1465
775	5053	1458
776	5059	1452
777	5064	1445
778	5069	1438
779	5076	1431
780	5080	1424
781	5085	1417
782	5091	1410
783	5096	1404
784	5104	1398
785	5120	1394
786	5127	1387
787	5137	1382
788	5143	1375
789	5153	1369
790	5160	1363
791	5165	1356
792	5171	1349
793	5176	1343
794	5183	1336
795	5190	1330
796	5196	1323
797	5201	1316
798	5207	1309
799	5213	1303
800	5218	1296
801	5223	1289
802	5230	1283
803	5235	1276
804	5241	1269
805	5247	1262
806	5252	1256
807	5259	1249
808	5265	1243
809	5273	1237
810	5279	1230
811	5284	1223
812	5291	1217
813	5298	1210
814	5305	1204
815	5310	1197
816	5316	1190
817	5321	1184
818	5327	1177
819	5333	1170
820	5339	1164
821	5344	1157
822	5351	1150
823	5356	1144
824	5361	1137
825	5367	1130
826	5372	1123
827	5380	1117
828	5387	1111
829	5394	1104
830	5399	1098
831	5406	1091
832	5413	1085
833	5419	1078
834	5426	1072
835	5433	1065
836	5445	1060
837	5453	1054
838	5461	1047
839	5466	1041
840	5474	1035
841	5480	1028
842	5488	1022
843	5494	1015
844	5500	1008
845	5506	1002
846	5512	995
847	5520	989
848	5526	982
849	5533	976
850	5539	969
851	5560	965
852	5587	962
853	5600	957
854	5605	950
855	5613	944
856	5618	937
857	5625	930
858	5631	924
859	5638	917
860	5645	911
861	5652	904
862	5659	898
863	5666	891
864	5673	885
865	5680	879
866	5688	872
867	5694	865
868	5699	859
869	5707	852
870	5713	846
871	5719	839
872	5726	833
873	5733	826
874	5740	820
875	5744	813
876	5750	806
877	5756	799
878	5761	793
879	5768	786
880	5773	779
881	5780	773
882	5786	766
883	5790	759
884	5797	753
885	5801	746
886	5807	739
887	5813	733
888	5818	726
889	5823	719
890	5829	713
891	5834	706
892	5840	699
893	5846	693
894	5851	686
895	5862	680
896	5867	673
897	5873	667
898	5878	660
899	5884	653
900	5890	647
901	5896	640
902	5902	633
903	5907	627
904	5912	620
905	5918	614
906	5924	607
907	5929	600
908	5935	594
909	5942	587
910	5949	581
911	5954	574
912	5960	567
913	5966	561
914	5973	554
915	5979	548
916	5986	541
917	5992	535
918	5999	528
919	6005	522
920	6011	515
921	6018	509
922	6024	502
923	6030	496
924	6037	489
925	6042	482
926	6050	476
927	6056	469
928	6064	463
929	6070	456
930	6076	450
931	6082	443
932	6087	437
933	6100	431
934	6106	424
935	6140	419
936	6148	413
937	6157	406
938	6164	400
939	6175	394
940	6182	387
941	6190	381
942	6195	374
943	6201	367
944	6207	361
945	6213	354
946	6220	348
947	6226	341
948	6231	334
949	6238	328
950	6244	321
951	6254	315
952	6260	308
953	6270	302
954	6276	295
955	6285	289
956	6291	282
957	6300	276
958	6306	269
959	6322	263
960	6333	257
961	6338	250
962	6347	243
963	6353	237
964	6363	230
965	6369	224
966	6381	217
967	6393	211
968	6404	204
969	6416	198
970	6427	191
971	6436	185
972	6445	178
973	6455	172
974	6465	165
975	6475	159
976	6484	152
977	6492	146
978	6499	139
979	6505	132
980	6510	126
981	6515	119
982	6521	112
983	6526	106
984	6534	99
985	6539	92
986	6544	86
987	6550	79
988	6555	72
989	6563	66
990	6568	59
991	6574	53
992	6581	46
993	6586	39
994	6592	33
995	6597	26
996	6603	19
997	6608	13
998	6614	6
999	6619	0
