iter	RMSE
0	0.7780421281
1	0.7574989828
2	0.7375925931
3	0.7199387899
4	0.7032935447
5	0.6879503586
6	0.6733381459
7	0.6595006087
8	0.6472184883
9	0.6366226869
10	0.6259788711
11	0.6157736507
12	0.6068443131
13	0.5982157675
14	0.5899490664
15	0.5825588413
16	0.5756512776
17	0.5685796954
18	0.5628825817
19	0.5575951495
20	0.5519605283
21	0.5465387156
22	0.5420620244
23	0.5373710954
24	0.5335361821
25	0.5298262451
26	0.5262616015
27	0.5224784668
28	0.5194393571
29	0.5162541974
30	0.5135491414
31	0.5109285368
32	0.5081725299
33	0.5051502037
34	0.5031097713
35	0.5007179856
36	0.4988424977
37	0.4969593978
38	0.4953275316
39	0.4935026143
40	0.4920610919
41	0.4902042136
42	0.488483778
43	0.4869505052
44	0.485071284
45	0.4836274835
46	0.4824849756
47	0.4811354599
48	0.4797492322
49	0.4785195051
50	0.4771594471
51	0.476449225
52	0.4756454211
53	0.4745380419
54	0.4736102972
55	0.4722771726
56	0.4715308059
57	0.4708034021
58	0.4698494438
59	0.4692299725
60	0.4686906931
61	0.4675287498
62	0.466974002
63	0.4661886768
64	0.465128905
65	0.4645821985
66	0.4641340388
67	0.4628526345
68	0.4625275942
69	0.4618644175
70	0.4610637063
71	0.4603469871
72	0.4598554379
73	0.4590677806
74	0.4585710324
75	0.4581275837
76	0.4572408325
77	0.456570598
78	0.4557831768
79	0.4549405672
80	0.4548736773
81	0.454572622
82	0.4540552486
83	0.4535887756
84	0.4528058678
85	0.4523427259
86	0.4523195242
87	0.451732125
88	0.4513023183
89	0.4503931849
90	0.4499559097
91	0.4492818061
92	0.4485024548
93	0.4484738801
94	0.4480770491
95	0.4477192908
96	0.4472547359
97	0.4468933059
98	0.446309357
99	0.4460877482
100	0.4457226777
101	0.4451460877
102	0.4446852436
103	0.4443325441
104	0.4438989189
105	0.4432557688
106	0.4428458231
107	0.4422914484
108	0.4421609606
109	0.4417941217
110	0.4413643601
111	0.4406437059
112	0.4404285049
113	0.4402022147
114	0.4400247299
115	0.4396553043
116	0.439400078
117	0.4391201316
118	0.4389472852
119	0.4386542055
120	0.4385179027
121	0.4380526072
122	0.4377721975
123	0.437407959
124	0.4369400735
125	0.4365340299
126	0.4363779293
127	0.4361956712
128	0.4357832447
129	0.4354038735
130	0.4352022266
131	0.4349612773
132	0.4343883189
133	0.4339578123
134	0.433656572
135	0.4334492474
136	0.4331539313
137	0.4328167304
138	0.4325073453
139	0.4320675323
140	0.4317437111
141	0.4314502819
142	0.430893455
143	0.430492562
144	0.4301909839
145	0.4297617532
146	0.4294896657
147	0.4292825921
148	0.4288754367
149	0.4285742416
150	0.4282224199
151	0.4278431276
152	0.4275723537
153	0.4271944747
154	0.4266729632
155	0.4259975201
156	0.4256480344
157	0.4253203437
158	0.4248381856
159	0.4245336319
160	0.4245269617
161	0.4241840266
162	0.4237948648
163	0.4235581919
164	0.4233479984
165	0.4228899118
166	0.4224743645
167	0.4219733044
168	0.4215843032
169	0.421314729
170	0.4209628867
171	0.4202652188
172	0.4201326797
173	0.4196062459
174	0.4192701796
175	0.4189798992
