iter	Passed	Remaining
424	1952	2641
425	1955	2635
426	1960	2631
427	1965	2626
428	1969	2621
429	1973	2615
430	1977	2611
431	1982	2607
432	1986	2601
433	1991	2597
434	1995	2591
435	1999	2586
436	2003	2581
437	2008	2576
438	2012	2571
439	2015	2565
440	2020	2560
441	2023	2554
442	2028	2550
443	2033	2546
444	2037	2541
445	2042	2536
446	2047	2532
447	2051	2528
448	2056	2523
449	2061	2519
450	2066	2515
451	2070	2510
452	2075	2506
453	2080	2502
454	2084	2497
455	2090	2494
456	2095	2490
457	2101	2487
458	2106	2482
459	2111	2478
460	2115	2473
461	2120	2469
462	2124	2464
463	2129	2459
464	2133	2454
465	2138	2450
466	2143	2445
467	2147	2441
468	2152	2436
469	2155	2431
470	2160	2426
471	2164	2421
472	2168	2415
473	2172	2410
474	2176	2406
475	2180	2400
476	2184	2395
477	2188	2389
478	2192	2384
479	2196	2379
480	2200	2374
481	2204	2368
482	2207	2363
483	2211	2357
484	2216	2353
485	2219	2347
486	2223	2342
487	2227	2337
488	2231	2331
489	2234	2325
490	2238	2320
491	2242	2315
492	2246	2310
493	2250	2304
494	2254	2299
495	2257	2294
496	2261	2288
497	2265	2283
498	2269	2278
499	2273	2273
500	2276	2267
501	2280	2261
502	2283	2256
503	2287	2251
504	2291	2245
505	2294	2240
506	2298	2235
507	2302	2230
508	2306	2224
509	2309	2219
510	2313	2213
511	2317	2209
512	2321	2203
513	2324	2198
514	2327	2192
515	2331	2187
516	2335	2182
517	2339	2177
518	2344	2172
519	2348	2167
520	2352	2162
521	2355	2157
522	2359	2151
523	2363	2146
524	2366	2141
525	2370	2135
526	2373	2130
527	2377	2125
528	2381	2119
529	2385	2115
530	2388	2109
531	2392	2104
532	2395	2099
533	2398	2093
534	2402	2088
535	2406	2083
536	2410	2078
537	2413	2072
538	2417	2067
539	2421	2062
540	2426	2058
541	2431	2054
542	2435	2050
543	2442	2047
544	2447	2043
545	2452	2039
546	2457	2035
547	2461	2030
548	2465	2025
549	2470	2021
550	2476	2018
551	2480	2013
552	2485	2008
553	2490	2004
554	2494	2000
555	2499	1995
556	2504	1992
557	2510	1988
558	2521	1989
559	2532	1989
560	2562	2004
561	2577	2008
562	2583	2004
563	2588	2000
564	2593	1997
565	2601	1994
566	2607	1991
567	2612	1986
568	2617	1982
569	2621	1977
570	2625	1972
571	2630	1968
572	2635	1963
573	2639	1959
574	2644	1954
575	2648	1949
576	2653	1945
577	2657	1940
578	2662	1936
579	2667	1931
580	2671	1926
581	2677	1922
582	2682	1918
583	2685	1913
584	2689	1907
585	2694	1903
586	2698	1898
587	2702	1893
588	2708	1890
589	2713	1885
590	2717	1880
591	2723	1876
592	2726	1871
593	2730	1866
594	2734	1861
595	2741	1858
596	2745	1853
597	2749	1848
598	2755	1844
599	2759	1839
600	2763	1834
601	2767	1829
602	2771	1824
603	2775	1819
604	2779	1814
605	2783	1809
606	2788	1805
607	2792	1800
608	2796	1795
609	2801	1791
610	2805	1785
611	2809	1780
612	2812	1775
613	2817	1771
614	2821	1766
615	2824	1761
616	2829	1756
617	2834	1751
618	2839	1747
619	2842	1742
620	2847	1737
621	2852	1733
622	2856	1728
623	2861	1724
624	2866	1719
625	2871	1715
626	2875	1710
627	2879	1705
628	2883	1700
629	2887	1695
630	2891	1690
631	2896	1686
632	2900	1681
633	2904	1676
634	2909	1672
635	2914	1667
636	2918	1662
637	2922	1658
638	2926	1653
639	2931	1648
640	2935	1644
641	2939	1639
642	2944	1634
643	2947	1629
644	2952	1625
645	2957	1620
646	2961	1615
647	2967	1611
648	2971	1607
649	2976	1602
650	2980	1597
651	2985	1593
652	2989	1588
653	2992	1583
654	2997	1579
655	3001	1574
656	3005	1569
657	3009	1564
658	3013	1559
659	3018	1554
660	3021	1549
661	3025	1544
662	3029	1540
663	3033	1535
664	3037	1530
665	3041	1525
666	3045	1520
667	3049	1515
668	3053	1510
669	3057	1505
670	3060	1500
671	3064	1495
672	3067	1490
673	3070	1485
674	3074	1480
675	3078	1475
676	3081	1470
677	3084	1464
678	3088	1460
679	3092	1455
680	3096	1450
681	3099	1445
682	3103	1440
683	3106	1435
684	3111	1430
685	3114	1425
686	3118	1420
687	3122	1415
688	3125	1410
689	3129	1406
690	3132	1400
691	3136	1395
692	3140	1391
693	3145	1386
694	3148	1381
695	3151	1376
696	3155	1371
697	3160	1367
698	3163	1362
699	3169	1358
700	3174	1354
701	3179	1349
702	3184	1345
703	3188	1340
704	3192	1335
705	3196	1331
706	3200	1326
707	3204	1321
708	3208	1316
709	3212	1312
710	3217	1307
711	3221	1302
712	3225	1298
713	3230	1294
714	3234	1289
715	3238	1284
716	3243	1280
717	3247	1275
718	3252	1271
719	3257	1266
720	3262	1262
721	3268	1258
722	3273	1254
723	3277	1249
724	3282	1244
725	3286	1240
726	3292	1236
727	3296	1231
728	3300	1226
729	3305	1222
730	3310	1218
731	3314	1213
732	3319	1209
733	3323	1204
734	3328	1200
735	3332	1195
736	3339	1191
737	3344	1187
738	3349	1182
739	3353	1178
740	3357	1173
741	3361	1168
742	3365	1164
743	3369	1159
744	3373	1154
